T,policy_id,stable_skips,worst_risk,sharp_bound,worst_h
4,375,2,0.375,0.25,0.5
4,376,2,1,0.25,1
4,377,2,0.326446776524,0.25,0.394170413812
4,378,2,1,0.25,1
4,379,2,1,0.25,1
4,380,2,1,0.25,1
4,381,2,1,0.25,1
4,382,2,1,0.25,1
4,383,2,1,0.25,1
4,384,2,1,0.25,1
4,385,2,1,0.25,1
4,386,2,1,0.25,1
4,387,2,0.570071354486,0.25,0.559621972341
4,388,2,1,0.25,1
4,389,2,0.5,0.25,0.5
4,390,2,1,0.25,1
4,391,2,1,0.25,1
4,392,2,1,0.25,1
4,393,2,0.509830486824,0.25,0.576322617787
4,394,2,1,0.25,1
4,395,2,0.4375,0.25,0.5
4,396,2,1,0.25,1
4,397,2,1,0.25,1
4,398,2,1,0.25,1
4,399,2,0.509830486824,0.25,0.576322617787
4,400,2,1,0.25,1
4,401,2,0.4375,0.25,0.5
4,402,2,1,0.25,1
4,403,2,1,0.25,1
4,404,2,1,0.25,1
4,405,2,0.4375,0.25,0.5
4,406,2,1,0.25,1
4,407,2,0.38490017946,0.25,0.42264973081
4,408,2,1,0.25,1
4,409,2,1,0.25,1
4,410,2,1,0.25,1
4,411,2,0.45121076761,0.25,0.602686531133
4,412,2,1,0.25,1
4,413,2,0.375,0.25,0.5
4,414,2,1,0.25,1
4,415,2,1,0.25,1
4,416,2,1,0.25,1
4,417,2,0.375,0.25,0.5
4,418,2,1,0.25,1
4,419,2,0.326446776524,0.25,0.394170413812
4,420,2,1,0.25,1
4,421,2,1,0.25,1
4,422,2,1,0.25,1
4,423,2,1,0.25,1
4,424,2,1,0.25,1
4,425,2,1,0.25,1
4,426,2,1,0.25,1
4,427,2,1,0.25,1
4,428,2,1,0.25,1
4,429,2,0.5,0.25,0.5
4,430,2,1,0.25,1
4,431,2,0.445096960474,0.25,0.439985174319
4,432,2,1,0.25,1
4,433,2,1,0.25,1
4,434,2,1,0.25,1
4,435,2,0.4375,0.25,0.5
4,436,2,1,0.25,1
4,437,2,0.38490017946,0.25,0.42264973081
4,438,2,1,0.25,1
4,439,2,1,0.25,1
4,440,2,1,0.25,1
4,441,2,0.4375,0.25,0.5
4,442,2,1,0.25,1
4,443,2,0.38490017946,0.25,0.42264973081
4,444,2,1,0.25,1
4,445,2,1,0.25,1
4,446,2,1,0.25,1
4,447,2,0.38490017946,0.25,0.42264973081
4,448,2,1,0.25,1
4,449,2,0.348076211353,0.25,0.366025403784
4,450,2,1,0.25,1
4,451,2,1,0.25,1
4,452,2,1,0.25,1
4,453,2,0.375,0.25,0.5
4,454,2,1,0.25,1
4,455,2,0.326446776524,0.25,0.394170413812
4,456,2,1,0.25,1
4,457,2,1,0.25,1
4,458,2,1,0.25,1
4,459,2,0.326446776524,0.25,0.394170413812
4,460,2,1,0.25,1
4,461,2,0.296296296296,0.25,0.333333333333
4,462,2,1,0.25,1
4,463,2,1,0.25,1
4,464,2,1,0.25,1
4,465,2,1,0.25,1
4,466,2,1,0.25,1
4,467,2,1,0.25,1
4,468,2,1,0.25,1
4,469,2,1,0.25,1
4,470,2,1,0.25,1
4,471,2,0.509830486824,0.25,0.576322617787
4,472,2,1,0.25,1
4,473,2,0.4375,0.25,0.5
4,474,2,1,0.25,1
4,475,2,1,0.25,1
4,476,2,1,0.25,1
4,477,2,0.45121076761,0.25,0.602686531133
4,478,2,1,0.25,1
4,479,2,0.375,0.25,0.5
4,480,2,1,0.25,1
4,481,2,1,0.25,1
4,482,2,1,0.25,1
4,483,2,0.45121076761,0.25,0.602686531133
4,484,2,1,0.25,1
4,485,2,0.375,0.25,0.5
4,486,2,1,0.25,1
4,487,2,1,0.25,1
4,488,2,1,0.25,1
4,489,2,0.375,0.25,0.5
4,490,2,1,0.25,1
4,491,2,0.326446776524,0.25,0.394170413812
4,492,2,1,0.25,1
4,493,2,1,0.25,1
4,494,2,1,0.25,1
4,495,2,0.395928873367,0.25,0.642599975839
4,496,2,1,0.25,1
4,497,2,0.3125,0.25,0.5
4,498,2,1,0.25,1
4,499,2,1,0.25,1
4,500,2,1,0.25,1
4,501,2,0.3125,0.25,0.5
4,502,2,1,0.25,1
4,503,2,0.271868673751,0.25,0.347759516569
4,504,2,1,0.25,1
4,505,2,1,0.25,1
4,506,2,1,0.25,1
4,507,2,1,0.25,1
4,508,2,1,0.25,1
4,509,2,1,0.25,1
4,510,2,1,0.25,1
4,511,2,1,0.25,1
4,512,2,1,0.25,1
4,513,2,0.4375,0.25,0.5
4,514,2,1,0.25,1
4,515,2,0.38490017946,0.25,0.42264973081
4,516,2,1,0.25,1
4,517,2,1,0.25,1
4,518,2,1,0.25,1
4,519,2,0.375,0.25,0.5
4,520,2,1,0.25,1
4,521,2,0.326446776524,0.25,0.394170413812
4,522,2,1,0.25,1
4,523,2,1,0.25,1
4,524,2,1,0.25,1
4,525,2,0.375,0.25,0.5
4,526,2,1,0.25,1
4,527,2,0.326446776524,0.25,0.394170413812
4,528,2,1,0.25,1
4,529,2,1,0.25,1
4,530,2,1,0.25,1
4,531,2,0.326446776524,0.25,0.394170413812
4,532,2,1,0.25,1
4,533,2,0.296296296296,0.25,0.333333333333
4,534,2,1,0.25,1
4,535,2,1,0.25,1
4,536,2,1,0.25,1
4,537,2,0.3125,0.25,0.5
4,538,2,1,0.25,1
4,539,2,0.271868673751,0.25,0.347759516569
4,540,2,1,0.25,1
4,541,2,1,0.25,1
4,542,2,1,0.25,1
4,543,2,0.271868673751,0.25,0.347759516569
4,544,2,1,0.25,1
4,545,2,0.25,0.25,0.292893218813
4,546,1,1,0.10546875,1
4,547,1,1,0.10546875,1
4,548,1,1,0.10546875,1
4,549,1,1,0.10546875,1
4,550,1,1,0.10546875,1
4,551,1,1,0.10546875,1
4,552,1,1,0.10546875,1
4,553,1,1,0.10546875,1
4,554,1,1,0.10546875,1
4,555,1,0.585859166169,0.10546875,0.590720974137
4,556,1,1,0.10546875,1
4,557,1,0.506141532639,0.10546875,0.54875901004
4,558,1,1,0.10546875,1
4,559,1,1,0.10546875,1
4,560,1,1,0.10546875,1
4,561,1,0.528152947731,0.10546875,0.607625218511
4,562,1,1,0.10546875,1
4,563,1,0.445096960474,0.10546875,0.560014825681
4,564,1,1,0.10546875,1
4,565,1,1,0.10546875,1
4,566,1,1,0.10546875,1
4,567,1,0.528152947731,0.10546875,0.607625218511
4,568,1,1,0.10546875,1
4,569,1,0.445096960474,0.10546875,0.560014825681
4,570,1,1,0.10546875,1
4,571,1,1,0.10546875,1
4,572,1,1,0.10546875,1
4,573,1,0.445096960474,0.10546875,0.560014825681
4,574,1,1,0.10546875,1
4,575,1,0.375,0.10546875,0.5
4,576,1,1,0.10546875,1
4,577,1,1,0.10546875,1
4,578,1,1,0.10546875,1
4,579,1,0.472470393711,0.10546875,0.629960524947
4,580,1,1,0.10546875,1
4,581,1,0.38490017946,0.10546875,0.57735026919
4,582,1,1,0.10546875,1
4,583,1,1,0.10546875,1
4,584,1,1,0.10546875,1
4,585,1,0.38490017946,0.10546875,0.57735026919
4,586,1,1,0.10546875,1
4,587,1,0.3125,0.10546875,0.5
4,588,1,1,0.10546875,1
4,589,1,1,0.10546875,1
4,590,1,1,0.10546875,1
4,591,1,1,0.10546875,1
4,592,1,1,0.10546875,1
4,593,1,1,0.10546875,1
4,594,1,1,0.10546875,1
4,595,1,1,0.10546875,1
4,596,1,1,0.10546875,1
4,597,1,0.528152947731,0.10546875,0.607625218511
4,598,1,1,0.10546875,1
4,599,1,0.445096960474,0.10546875,0.560014825681
4,600,1,1,0.10546875,1
4,601,1,1,0.10546875,1
4,602,1,1,0.10546875,1
4,603,1,0.472470393711,0.10546875,0.629960524947
4,604,1,1,0.10546875,1
4,605,1,0.38490017946,0.10546875,0.57735026919
4,606,1,1,0.10546875,1
4,607,1,1,0.10546875,1
4,608,1,1,0.10546875,1
4,609,1,0.472470393711,0.10546875,0.629960524947
4,610,1,1,0.10546875,1
4,611,1,0.38490017946,0.10546875,0.57735026919
4,612,1,1,0.10546875,1
4,613,1,1,0.10546875,1
4,614,1,1,0.10546875,1
4,615,1,0.38490017946,0.10546875,0.57735026919
4,616,1,1,0.10546875,1
4,617,1,0.3125,0.10546875,0.5
4,618,1,1,0.10546875,1
4,619,1,1,0.10546875,1
4,620,1,1,0.10546875,1
4,621,1,0.41990176065,0.10546875,0.658591323253
4,622,1,1,0.10546875,1
4,623,1,0.326446776524,0.10546875,0.605829586188
4,624,1,1,0.10546875,1
4,625,1,1,0.10546875,1
4,626,1,1,0.10546875,1
4,627,1,0.326446776524,0.10546875,0.605829586188
4,628,1,1,0.10546875,1
4,629,1,0.25,0.10546875,0.5
4,630,1,1,0.10546875,1
4,631,1,1,0.10546875,1
4,632,1,1,0.10546875,1
4,633,1,1,0.10546875,1
4,634,1,1,0.10546875,1
4,635,1,1,0.10546875,1
4,636,1,1,0.10546875,1
4,637,1,1,0.10546875,1
4,638,1,1,0.10546875,1
4,639,1,0.528152947731,0.10546875,0.607625218511
4,640,1,1,0.10546875,1
4,641,1,0.445096960474,0.10546875,0.560014825681
4,642,1,1,0.10546875,1
4,643,1,1,0.10546875,1
4,644,1,1,0.10546875,1
4,645,1,0.472470393711,0.10546875,0.629960524947
4,646,1,1,0.10546875,1
4,647,1,0.38490017946,0.10546875,0.57735026919
4,648,1,1,0.10546875,1
4,649,1,1,0.10546875,1
4,650,1,1,0.10546875,1
4,651,1,0.472470393711,0.10546875,0.629960524947
4,652,1,1,0.10546875,1
4,653,1,0.38490017946,0.10546875,0.57735026919
4,654,1,1,0.10546875,1
4,655,1,1,0.10546875,1
4,656,1,1,0.10546875,1
4,657,1,0.38490017946,0.10546875,0.57735026919
4,658,1,1,0.10546875,1
4,659,1,0.3125,0.10546875,0.5
4,660,1,1,0.10546875,1
4,661,1,1,0.10546875,1
4,662,1,1,0.10546875,1
4,663,1,0.41990176065,0.10546875,0.658591323253
4,664,1,1,0.10546875,1
4,665,1,0.326446776524,0.10546875,0.605829586188
4,666,1,1,0.10546875,1
4,667,1,1,0.10546875,1
4,668,1,1,0.10546875,1
4,669,1,0.326446776524,0.10546875,0.605829586188
4,670,1,1,0.10546875,1
4,671,1,0.25,0.10546875,0.5
4,672,1,1,0.10546875,1
4,673,1,1,0.10546875,1
4,674,1,1,0.10546875,1
4,675,1,1,0.10546875,1
4,676,1,1,0.10546875,1
4,677,1,1,0.10546875,1
4,678,1,1,0.10546875,1
4,679,1,1,0.10546875,1
4,680,1,1,0.10546875,1
4,681,1,0.445096960474,0.10546875,0.560014825681
4,682,1,1,0.10546875,1
4,683,1,0.375,0.10546875,0.5
4,684,1,1,0.10546875,1
4,685,1,1,0.10546875,1
4,686,1,1,0.10546875,1
4,687,1,0.38490017946,0.10546875,0.57735026919
4,688,1,1,0.10546875,1
4,689,1,0.3125,0.10546875,0.5
4,690,1,1,0.10546875,1
4,691,1,1,0.10546875,1
4,692,1,1,0.10546875,1
4,693,1,0.38490017946,0.10546875,0.57735026919
4,694,1,1,0.10546875,1
4,695,1,0.3125,0.10546875,0.5
4,696,1,1,0.10546875,1
4,697,1,1,0.10546875,1
4,698,1,1,0.10546875,1
4,699,1,0.3125,0.10546875,0.5
4,700,1,1,0.10546875,1
4,701,1,0.25997383708,0.10546875,0.421535165409
4,702,1,1,0.10546875,1
4,703,1,1,0.10546875,1
4,704,1,1,0.10546875,1
4,705,1,0.326446776524,0.10546875,0.605829586188
4,706,1,1,0.10546875,1
4,707,1,0.25,0.10546875,0.5
4,708,1,1,0.10546875,1
4,709,1,1,0.10546875,1
4,710,1,1,0.10546875,1
4,711,1,0.25,0.10546875,0.5
4,712,1,1,0.10546875,1
4,713,1,0.201715599427,0.10546875,0.390388203202
4,714,1,1,0.10546875,1
4,715,1,1,0.10546875,1
4,716,1,1,0.10546875,1
4,717,1,1,0.10546875,1
4,718,1,1,0.10546875,1
4,719,1,1,0.10546875,1
4,720,1,1,0.10546875,1
4,721,1,1,0.10546875,1
4,722,1,1,0.10546875,1
4,723,1,0.472470393711,0.10546875,0.629960524947
4,724,1,1,0.10546875,1
4,725,1,0.38490017946,0.10546875,0.57735026919
4,726,1,1,0.10546875,1
4,727,1,1,0.10546875,1
4,728,1,1,0.10546875,1
4,729,1,0.41990176065,0.10546875,0.658591323253
4,730,1,1,0.10546875,1
4,731,1,0.326446776524,0.10546875,0.605829586188
4,732,1,1,0.10546875,1
4,733,1,1,0.10546875,1
4,734,1,1,0.10546875,1
4,735,1,0.41990176065,0.10546875,0.658591323253
4,736,1,1,0.10546875,1
4,737,1,0.326446776524,0.10546875,0.605829586188
4,738,1,1,0.10546875,1
4,739,1,1,0.10546875,1
4,740,1,1,0.10546875,1
4,741,1,0.326446776524,0.10546875,0.605829586188
4,742,1,1,0.10546875,1
4,743,1,0.25,0.10546875,0.5
4,744,1,1,0.10546875,1
4,745,1,1,0.10546875,1
4,746,1,1,0.10546875,1
4,747,1,0.371835742363,0.10546875,0.692405781672
4,748,1,1,0.10546875,1
4,749,1,0.271868673751,0.10546875,0.652240483431
4,750,1,1,0.10546875,1
4,751,1,1,0.10546875,1
4,752,1,1,0.10546875,1
4,753,1,0.271868673751,0.10546875,0.652240483431
4,754,1,1,0.10546875,1
4,755,1,0.1875,0.10546875,0.5
4,756,1,1,0.10546875,1
4,757,1,1,0.10546875,1
4,758,1,1,0.10546875,1
4,759,1,1,0.10546875,1
4,760,1,1,0.10546875,1
4,761,1,1,0.10546875,1
