T,policy_id,stable_skips,worst_risk,sharp_bound,worst_h
1,0,1,1,1,1
1,1,0,0,0,0
2,0,2,1,1,1
2,1,1,1,0.25,1
2,2,1,1,0.25,1
2,3,1,0.25,0.25,0.5
2,4,0,1,0,1
2,5,0,0,0,0
3,0,3,1,1,1
3,1,2,1,0.38490017946,1
3,2,2,1,0.38490017946,1
3,3,2,1,0.38490017946,1
3,4,1,1,0.148148148148,1
3,5,1,1,0.148148148148,1
3,6,2,1,0.38490017946,1
3,7,2,1,0.38490017946,1
3,8,2,1,0.38490017946,1
3,9,2,0.5,0.38490017946,0.5
3,10,2,1,0.38490017946,1
3,11,2,0.38490017946,0.38490017946,0.42264973081
3,12,1,1,0.148148148148,1
3,13,1,1,0.148148148148,1
3,14,1,1,0.148148148148,1
3,15,1,0.38490017946,0.148148148148,0.57735026919
3,16,1,1,0.148148148148,1
3,17,1,0.25,0.148148148148,0.5
3,18,1,1,0.148148148148,1
3,19,1,1,0.148148148148,1
3,20,1,1,0.148148148148,1
3,21,1,0.38490017946,0.148148148148,0.57735026919
3,22,1,1,0.148148148148,1
3,23,1,0.25,0.148148148148,0.5
3,24,1,1,0.148148148148,1
3,25,1,1,0.148148148148,1
3,26,1,1,0.148148148148,1
3,27,1,0.25,0.148148148148,0.5
3,28,1,1,0.148148148148,1
3,29,1,0.148148148148,0.148148148148,0.333333333333
3,30,0,1,0,1
3,31,0,1,0,1
3,32,0,1,0,1
3,33,0,0.296296296296,0,0.666666666667
3,34,0,1,0,1
3,35,0,0.148148148148,0,0.666666666667
3,36,0,1,0,1
3,37,0,1,0,1
3,38,0,1,0,1
3,39,0,0.148148148148,0,0.666666666667
3,40,0,1,0,1
3,41,0,0,0,0
4,0,4,1,1,0.999991815336
4,1,3,1,0.472470393711,1
4,2,3,1,0.472470393711,1
4,3,3,1,0.472470393711,1
4,4,2,1,0.25,1
4,5,2,1,0.25,1
4,6,3,1,0.472470393711,1
4,7,3,1,0.472470393711,1
4,8,3,1,0.472470393711,1
4,9,3,1,0.472470393711,1
4,10,3,1,0.472470393711,1
4,11,3,1,0.472470393711,1
4,12,2,1,0.25,1
4,13,2,1,0.25,1
4,14,2,1,0.25,1
4,15,2,1,0.25,1
4,16,2,1,0.25,1
4,17,2,1,0.25,1
4,18,2,1,0.25,1
4,19,2,1,0.25,1
4,20,2,1,0.25,1
4,21,2,1,0.25,1
4,22,2,1,0.25,1
4,23,2,1,0.25,1
4,24,2,1,0.25,1
4,25,2,1,0.25,1
4,26,2,1,0.25,1
4,27,2,1,0.25,1
4,28,2,1,0.25,1
4,29,2,1,0.25,1
4,30,1,1,0.10546875,1
4,31,1,1,0.10546875,1
4,32,1,1,0.10546875,1
4,33,1,1,0.10546875,1
4,34,1,1,0.10546875,1
4,35,1,1,0.10546875,1
4,36,1,1,0.10546875,1
4,37,1,1,0.10546875,1
4,38,1,1,0.10546875,1
4,39,1,1,0.10546875,1
4,40,1,1,0.10546875,1
4,41,1,1,0.10546875,1
4,42,3,1,0.472470393711,1
4,43,3,1,0.472470393711,1
4,44,3,1,0.472470393711,1
4,45,3,1,0.472470393711,1
4,46,3,1,0.472470393711,1
4,47,3,1,0.472470393711,1
4,48,3,1,0.472470393711,1
4,49,3,1,0.472470393711,1
4,50,3,1,0.472470393711,1
4,51,3,0.6875,0.472470393711,0.5
4,52,3,1,0.472470393711,1
4,53,3,0.631130309441,0.472470393711,0.451416229645
4,54,3,1,0.472470393711,1
4,55,3,1,0.472470393711,1
4,56,3,1,0.472470393711,1
4,57,3,0.625,0.472470393711,0.5
4,58,3,1,0.472470393711,1
4,59,3,0.570071354486,0.472470393711,0.440378027659
4,60,3,1,0.472470393711,1
4,61,3,1,0.472470393711,1
4,62,3,1,0.472470393711,1
4,63,3,0.625,0.472470393711,0.5
4,64,3,1,0.472470393711,1
4,65,3,0.570071354486,0.472470393711,0.440378027659
4,66,3,1,0.472470393711,1
4,67,3,1,0.472470393711,1
4,68,3,1,0.472470393711,1
4,69,3,0.570071354486,0.472470393711,0.440378027659
4,70,3,1,0.472470393711,1
4,71,3,0.528152947731,0.472470393711,0.392374781489
4,72,3,1,0.472470393711,1
4,73,3,1,0.472470393711,1
4,74,3,1,0.472470393711,1
4,75,3,0.5625,0.472470393711,0.5
4,76,3,1,0.472470393711,1
4,77,3,0.509830486824,0.472470393711,0.423677382213
4,78,3,1,0.472470393711,1
4,79,3,1,0.472470393711,1
4,80,3,1,0.472470393711,1
4,81,3,0.509830486824,0.472470393711,0.423677382213
4,82,3,1,0.472470393711,1
4,83,3,0.472470393711,0.472470393711,0.370039475053
4,84,2,1,0.25,1
4,85,2,1,0.25,1
4,86,2,1,0.25,1
4,87,2,1,0.25,1
4,88,2,1,0.25,1
4,89,2,1,0.25,1
4,90,2,1,0.25,1
4,91,2,1,0.25,1
4,92,2,1,0.25,1
4,93,2,0.631130309441,0.25,0.548583770355
4,94,2,1,0.25,1
4,95,2,0.5625,0.25,0.5
4,96,2,1,0.25,1
4,97,2,1,0.25,1
4,98,2,1,0.25,1
4,99,2,0.570071354486,0.25,0.559621972341
4,100,2,1,0.25,1
4,101,2,0.5,0.25,0.5
4,102,2,1,0.25,1
4,103,2,1,0.25,1
4,104,2,1,0.25,1
4,105,2,0.570071354486,0.25,0.559621972341
4,106,2,1,0.25,1
4,107,2,0.5,0.25,0.5
4,108,2,1,0.25,1
4,109,2,1,0.25,1
4,110,2,1,0.25,1
4,111,2,0.5,0.25,0.5
4,112,2,1,0.25,1
4,113,2,0.445096960474,0.25,0.439985174319
4,114,2,1,0.25,1
4,115,2,1,0.25,1
4,116,2,1,0.25,1
4,117,2,0.509830486824,0.25,0.576322617787
4,118,2,1,0.25,1
4,119,2,0.4375,0.25,0.5
4,120,2,1,0.25,1
4,121,2,1,0.25,1
4,122,2,1,0.25,1
4,123,2,0.4375,0.25,0.5
4,124,2,1,0.25,1
4,125,2,0.38490017946,0.25,0.42264973081
4,126,2,1,0.25,1
4,127,2,1,0.25,1
4,128,2,1,0.25,1
4,129,2,1,0.25,1
4,130,2,1,0.25,1
4,131,2,1,0.25,1
4,132,2,1,0.25,1
4,133,2,1,0.25,1
4,134,2,1,0.25,1
4,135,2,0.631130309441,0.25,0.548583770355
4,136,2,1,0.25,1
4,137,2,0.5625,0.25,0.5
4,138,2,1,0.25,1
4,139,2,1,0.25,1
4,140,2,1,0.25,1
4,141,2,0.570071354486,0.25,0.559621972341
4,142,2,1,0.25,1
4,143,2,0.5,0.25,0.5
4,144,2,1,0.25,1
4,145,2,1,0.25,1
4,146,2,1,0.25,1
4,147,2,0.570071354486,0.25,0.559621972341
4,148,2,1,0.25,1
4,149,2,0.5,0.25,0.5
4,150,2,1,0.25,1
4,151,2,1,0.25,1
4,152,2,1,0.25,1
4,153,2,0.5,0.25,0.5
4,154,2,1,0.25,1
4,155,2,0.445096960474,0.25,0.439985174319
4,156,2,1,0.25,1
4,157,2,1,0.25,1
4,158,2,1,0.25,1
4,159,2,0.509830486824,0.25,0.576322617787
4,160,2,1,0.25,1
4,161,2,0.4375,0.25,0.5
4,162,2,1,0.25,1
4,163,2,1,0.25,1
4,164,2,1,0.25,1
4,165,2,0.4375,0.25,0.5
4,166,2,1,0.25,1
4,167,2,0.38490017946,0.25,0.42264973081
4,168,2,1,0.25,1
4,169,2,1,0.25,1
4,170,2,1,0.25,1
4,171,2,1,0.25,1
4,172,2,1,0.25,1
4,173,2,1,0.25,1
4,174,2,1,0.25,1
4,175,2,1,0.25,1
4,176,2,1,0.25,1
4,177,2,0.570071354486,0.25,0.559621972341
4,178,2,1,0.25,1
4,179,2,0.5,0.25,0.5
4,180,2,1,0.25,1
4,181,2,1,0.25,1
4,182,2,1,0.25,1
4,183,2,0.509830486824,0.25,0.576322617787
4,184,2,1,0.25,1
4,185,2,0.4375,0.25,0.5
4,186,2,1,0.25,1
4,187,2,1,0.25,1
4,188,2,1,0.25,1
4,189,2,0.509830486824,0.25,0.576322617787
4,190,2,1,0.25,1
4,191,2,0.4375,0.25,0.5
4,192,2,1,0.25,1
4,193,2,1,0.25,1
4,194,2,1,0.25,1
4,195,2,0.4375,0.25,0.5
4,196,2,1,0.25,1
4,197,2,0.38490017946,0.25,0.42264973081
4,198,2,1,0.25,1
4,199,2,1,0.25,1
4,200,2,1,0.25,1
4,201,2,0.45121076761,0.25,0.602686531133
4,202,2,1,0.25,1
4,203,2,0.375,0.25,0.5
4,204,2,1,0.25,1
4,205,2,1,0.25,1
4,206,2,1,0.25,1
4,207,2,0.375,0.25,0.5
4,208,2,1,0.25,1
4,209,2,0.326446776524,0.25,0.394170413812
4,210,1,1,0.10546875,1
4,211,1,1,0.10546875,1
4,212,1,1,0.10546875,1
4,213,1,1,0.10546875,1
4,214,1,1,0.10546875,1
4,215,1,1,0.10546875,1
4,216,1,1,0.10546875,1
4,217,1,1,0.10546875,1
4,218,1,1,0.10546875,1
4,219,1,0.585859166169,0.10546875,0.590720974137
4,220,1,1,0.10546875,1
4,221,1,0.506141532639,0.10546875,0.54875901004
4,222,1,1,0.10546875,1
4,223,1,1,0.10546875,1
4,224,1,1,0.10546875,1
4,225,1,0.528152947731,0.10546875,0.607625218511
4,226,1,1,0.10546875,1
4,227,1,0.445096960474,0.10546875,0.560014825681
4,228,1,1,0.10546875,1
4,229,1,1,0.10546875,1
4,230,1,1,0.10546875,1
4,231,1,0.528152947731,0.10546875,0.607625218511
4,232,1,1,0.10546875,1
4,233,1,0.445096960474,0.10546875,0.560014825681
4,234,1,1,0.10546875,1
4,235,1,1,0.10546875,1
4,236,1,1,0.10546875,1
4,237,1,0.445096960474,0.10546875,0.560014825681
4,238,1,1,0.10546875,1
4,239,1,0.375,0.10546875,0.5
4,240,1,1,0.10546875,1
4,241,1,1,0.10546875,1
4,242,1,1,0.10546875,1
4,243,1,0.472470393711,0.10546875,0.629960524947
4,244,1,1,0.10546875,1
4,245,1,0.38490017946,0.10546875,0.57735026919
4,246,1,1,0.10546875,1
4,247,1,1,0.10546875,1
4,248,1,1,0.10546875,1
4,249,1,0.38490017946,0.10546875,0.57735026919
4,250,1,1,0.10546875,1
4,251,1,0.3125,0.10546875,0.5
4,252,1,1,0.10546875,1
4,253,1,1,0.10546875,1
4,254,1,1,0.10546875,1
4,255,1,1,0.10546875,1
4,256,1,1,0.10546875,1
4,257,1,1,0.10546875,1
4,258,1,1,0.10546875,1
4,259,1,1,0.10546875,1
4,260,1,1,0.10546875,1
4,261,1,0.528152947731,0.10546875,0.607625218511
4,262,1,1,0.10546875,1
4,263,1,0.445096960474,0.10546875,0.560014825681
4,264,1,1,0.10546875,1
4,265,1,1,0.10546875,1
4,266,1,1,0.10546875,1
4,267,1,0.472470393711,0.10546875,0.629960524947
4,268,1,1,0.10546875,1
4,269,1,0.38490017946,0.10546875,0.57735026919
4,270,1,1,0.10546875,1
4,271,1,1,0.10546875,1
4,272,1,1,0.10546875,1
4,273,1,0.472470393711,0.10546875,0.629960524947
4,274,1,1,0.10546875,1
4,275,1,0.38490017946,0.10546875,0.57735026919
4,276,1,1,0.10546875,1
4,277,1,1,0.10546875,1
4,278,1,1,0.10546875,1
4,279,1,0.38490017946,0.10546875,0.57735026919
4,280,1,1,0.10546875,1
4,281,1,0.3125,0.10546875,0.5
4,282,1,1,0.10546875,1
4,283,1,1,0.10546875,1
4,284,1,1,0.10546875,1
4,285,1,0.41990176065,0.10546875,0.658591323253
4,286,1,1,0.10546875,1
4,287,1,0.326446776524,0.10546875,0.605829586188
4,288,1,1,0.10546875,1
4,289,1,1,0.10546875,1
4,290,1,1,0.10546875,1
4,291,1,0.326446776524,0.10546875,0.605829586188
4,292,1,1,0.10546875,1
4,293,1,0.25,0.10546875,0.5
4,294,2,1,0.25,1
4,295,2,1,0.25,1
4,296,2,1,0.25,1
4,297,2,1,0.25,1
4,298,2,1,0.25,1
4,299,2,1,0.25,1
4,300,2,1,0.25,1
4,301,2,1,0.25,1
4,302,2,1,0.25,1
4,303,2,0.631130309441,0.25,0.548583770355
4,304,2,1,0.25,1
4,305,2,0.5625,0.25,0.5
4,306,2,1,0.25,1
4,307,2,1,0.25,1
4,308,2,1,0.25,1
4,309,2,0.570071354486,0.25,0.559621972341
4,310,2,1,0.25,1
4,311,2,0.5,0.25,0.5
4,312,2,1,0.25,1
4,313,2,1,0.25,1
4,314,2,1,0.25,1
4,315,2,0.570071354486,0.25,0.559621972341
4,316,2,1,0.25,1
4,317,2,0.5,0.25,0.5
4,318,2,1,0.25,1
4,319,2,1,0.25,1
4,320,2,1,0.25,1
4,321,2,0.5,0.25,0.5
4,322,2,1,0.25,1
4,323,2,0.445096960474,0.25,0.439985174319
4,324,2,1,0.25,1
4,325,2,1,0.25,1
4,326,2,1,0.25,1
4,327,2,0.509830486824,0.25,0.576322617787
4,328,2,1,0.25,1
4,329,2,0.4375,0.25,0.5
4,330,2,1,0.25,1
4,331,2,1,0.25,1
4,332,2,1,0.25,1
4,333,2,0.4375,0.25,0.5
4,334,2,1,0.25,1
4,335,2,0.38490017946,0.25,0.42264973081
4,336,2,1,0.25,1
4,337,2,1,0.25,1
4,338,2,1,0.25,1
4,339,2,1,0.25,1
4,340,2,1,0.25,1
4,341,2,1,0.25,1
4,342,2,1,0.25,1
4,343,2,1,0.25,1
4,344,2,1,0.25,1
4,345,2,0.570071354486,0.25,0.559621972341
4,346,2,1,0.25,1
4,347,2,0.5,0.25,0.5
4,348,2,1,0.25,1
4,349,2,1,0.25,1
4,350,2,1,0.25,1
4,351,2,0.509830486824,0.25,0.576322617787
4,352,2,1,0.25,1
4,353,2,0.4375,0.25,0.5
4,354,2,1,0.25,1
4,355,2,1,0.25,1
4,356,2,1,0.25,1
4,357,2,0.509830486824,0.25,0.576322617787
4,358,2,1,0.25,1
4,359,2,0.4375,0.25,0.5
4,360,2,1,0.25,1
4,361,2,1,0.25,1
4,362,2,1,0.25,1
4,363,2,0.4375,0.25,0.5
4,364,2,1,0.25,1
4,365,2,0.38490017946,0.25,0.42264973081
4,366,2,1,0.25,1
4,367,2,1,0.25,1
4,368,2,1,0.25,1
4,369,2,0.45121076761,0.25,0.602686531133
4,370,2,1,0.25,1
4,371,2,0.375,0.25,0.5
4,372,2,1,0.25,1
4,373,2,1,0.25,1
4,374,2,1,0.25,1
