regime,m,seed,method,full_audit_cost,expected_deployment_cost,workflow_risk,uniform_bound,groups,saved_fraction,pilot_audit_cost,gate_endpoint_cost,joint_history_risk
stable,5000,9,singleton_clean,384,86.720253668,0.00784320154388,0.0438204624193,8,0.774166006073,0,12,True
stable,5000,9,pilot_partition,384,128.315277658,0.0131167283755,0.0278794863931,2,0.665845631098,768,12,True
stable,5000,9,rate_oracle_partition,384,47.4001101939,0.0120193881792,0.0448399051606,5,0.876562213037,0,12,True
stable,5000,9,joint_conditional_PAC,384,238.430307045,0.00194605247724,0.00249310841847,1,0.37908774207,0,12,True
stable,5000,9,audit_all,384,384,-0,,0,0,0,0,True
stable,5000,9,known_rate_calendar,384,0,0.0202515623468,0.05,0,1,0,0,True
stable,5000,9,plugin_calendar,384,4,0.0199028495912,,0,0.989583333333,768,0,True
stable,5000,9,plugin_global_TTL,384,29,0.012578519957,,0,0.924479166667,768,0,True
stable,5000,9,CP_calendar,384,342,0.000173165219217,0.05,0,0.109375,0,120,False
mixed,200,0,joint_clean,384,282.429121831,0.0481478421048,0.0497745606212,1,0.264507495232,0,12,True
mixed,200,0,singleton_clean,384,352.21927628,0.00813069640526,0.0429864684803,8,0.0827623013542,0,12,True
mixed,200,0,pilot_partition,384,208.981842462,0.0272274971436,0.0497745606212,2,0.455776451922,768,12,True
mixed,200,0,rate_oracle_partition,384,208.981842462,0.0272274971436,0.0497745606212,2,0.455776451922,0,12,True
mixed,200,0,joint_conditional_PAC,384,379.163291516,0.00182708907068,0.00183481208215,1,0.012595595011,0,12,True
mixed,200,0,audit_all,384,384,-0,,0,0,0,0,True
mixed,200,0,known_rate_calendar,384,72,0.049282725232,0.05,0,0.8125,0,0,True
mixed,200,0,plugin_calendar,384,52,0.108623748205,,0,0.864583333333,768,0,True
mixed,200,0,plugin_global_TTL,384,178,0.073377493367,,0,0.536458333333,768,0,True
mixed,200,0,CP_calendar,384,384,-0,0.05,0,0,0,120,False
mixed,200,1,joint_clean,384,271.483222111,0.0475525366641,0.0481681493208,1,0.293012442419,0,12,True
mixed,200,1,singleton_clean,384,352.821519584,0.00767194869635,0.0412383284888,8,0.0811939594167,0,12,True
mixed,200,1,pilot_partition,384,209.097228943,0.0262152877007,0.0481681493208,2,0.455475966294,768,12,True
mixed,200,1,rate_oracle_partition,384,209.097228943,0.0262152877007,0.0481681493208,2,0.455475966294,0,12,True
mixed,200,1,joint_conditional_PAC,384,378.57750468,0.00179117481661,0.00183481208215,1,0.0141210815624,0,12,True
mixed,200,1,audit_all,384,384,-0,,0,0,0,0,True
mixed,200,1,known_rate_calendar,384,69,0.0499806008573,0.05,0,0.8203125,0,0,True
mixed,200,1,plugin_calendar,384,52,0.0908025941029,,0,0.864583333333,768,0,True
mixed,200,1,plugin_global_TTL,384,175,0.0831924800857,,0,0.544270833333,768,0,True
mixed,200,1,CP_calendar,384,384,-0,0.05,0,0,0,120,False
mixed,200,2,joint_clean,384,260.189707265,0.04778144757,0.0497745606212,1,0.32242263733,0,12,True
mixed,200,2,singleton_clean,384,351.488465979,0.0071057353161,0.0429864684803,8,0.0846654531794,0,12,True
mixed,200,2,pilot_partition,384,197.836587039,0.0220158780096,0.0481681493208,2,0.484800554586,768,12,True
mixed,200,2,rate_oracle_partition,384,197.836587039,0.0220158780096,0.0481681493208,2,0.484800554586,0,12,True
mixed,200,2,joint_conditional_PAC,384,378.150694831,0.00174819745403,0.00183481208215,1,0.0152325655432,0,12,True
mixed,200,2,audit_all,384,384,-0,,0,0,0,0,True
mixed,200,2,known_rate_calendar,384,65,0.0491752262269,0.05,0,0.830729166667,0,0,True
mixed,200,2,plugin_calendar,384,62,0.0530523839409,,0,0.838541666667,768,0,True
mixed,200,2,plugin_global_TTL,384,257,0.0301677626706,,0,0.330729166667,768,0,True
mixed,200,2,CP_calendar,384,384,-0,0.05,0,0,0,120,False
mixed,200,3,joint_clean,384,268.384809535,0.04858723144,0.0497745606212,1,0.30108122517,0,12,True
mixed,200,3,singleton_clean,384,351.77619403,0.00760623890037,0.0429864684803,8,0.0839161613805,0,12,True
mixed,200,3,pilot_partition,384,206.18420438,0.0256420896635,0.0497745606212,2,0.463061967761,768,12,True
mixed,200,3,rate_oracle_partition,384,206.18420438,0.0256420896635,0.0497745606212,2,0.463061967761,0,12,True
mixed,200,3,joint_conditional_PAC,384,378.516275551,0.00178584554789,0.00183481208215,1,0.0142805324191,0,12,True
mixed,200,3,audit_all,384,384,-0,,0,0,0,0,True
mixed,200,3,known_rate_calendar,384,69,0.0491466627047,0.05,0,0.8203125,0,0,True
mixed,200,3,plugin_calendar,384,54,0.0782698820661,,0,0.859375,768,0,True
mixed,200,3,plugin_global_TTL,384,214,0.0544964844726,,0,0.442708333333,768,0,True
mixed,200,3,CP_calendar,384,384,-0,0.05,0,0,0,120,False
mixed,200,4,joint_clean,384,273.467264382,0.0453500834477,0.0497745606212,1,0.287845665672,0,12,True
mixed,200,4,singleton_clean,384,351.845315612,0.00758163398235,0.0429864684803,8,0.0837361572617,0,12,True
mixed,200,4,pilot_partition,384,202.505841565,0.0239341777604,0.0497745606212,2,0.472641037591,768,12,True
mixed,200,4,rate_oracle_partition,384,202.505841565,0.0239341777604,0.0497745606212,2,0.472641037591,0,12,True
mixed,200,4,joint_conditional_PAC,384,378.673121175,0.00179891908679,0.00183481208215,1,0.0138720802733,0,12,True
mixed,200,4,audit_all,384,384,-0,,0,0,0,0,True
mixed,200,4,known_rate_calendar,384,67,0.0492659490639,0.05,0,0.825520833333,0,0,True
mixed,200,4,plugin_calendar,384,62,0.0589110313169,,0,0.838541666667,768,0,True
mixed,200,4,plugin_global_TTL,384,223,0.0352992720054,,0,0.419270833333,768,0,True
mixed,200,4,CP_calendar,384,384,-0,0.05,0,0,0,120,False
mixed,200,5,joint_clean,384,268.530188953,0.0451277826193,0.0497745606212,1,0.300702632935,0,12,True
mixed,200,5,singleton_clean,384,352.73993057,0.00732572962148,0.0412383284888,8,0.0814064308082,0,12,True
mixed,200,5,pilot_partition,384,194.766429117,0.0214152034613,0.0497745606212,2,0.492795757508,768,12,True
mixed,200,5,rate_oracle_partition,384,194.766429117,0.0214152034613,0.0497745606212,2,0.492795757508,0,12,True
mixed,200,5,joint_conditional_PAC,384,378.587352607,0.00179200512587,0.00183481208215,1,0.0140954359188,0,12,True
mixed,200,5,audit_all,384,384,-0,,0,0,0,0,True
mixed,200,5,known_rate_calendar,384,65,0.0492075335607,0.05,0,0.830729166667,0,0,True
mixed,200,5,plugin_calendar,384,60,0.0624167895885,,0,0.84375,768,0,True
mixed,200,5,plugin_global_TTL,384,265,0.0289746765359,,0,0.309895833333,768,0,True
mixed,200,5,CP_calendar,384,384,-0,0.05,0,0,0,120,False
mixed,200,6,joint_clean,384,272.744555305,0.0464255359839,0.0497745606212,1,0.28972772056,0,12,True
mixed,200,6,singleton_clean,384,351.788651889,0.0073872810809,0.0429864684803,8,0.0838837190399,0,12,True
mixed,200,6,pilot_partition,384,200.066641038,0.0214803788519,0.0497745606212,2,0.478993122296,768,12,True
mixed,200,6,rate_oracle_partition,384,200.066641038,0.0214803788519,0.0497745606212,2,0.478993122296,0,12,True
mixed,200,6,joint_conditional_PAC,384,378.659738655,0.0017978779863,0.00183481208215,1,0.0139069305869,0,12,True
mixed,200,6,audit_all,384,384,-0,,0,0,0,0,True
mixed,200,6,known_rate_calendar,384,65,0.0495760010497,0.05,0,0.830729166667,0,0,True
mixed,200,6,plugin_calendar,384,58,0.0591125115507,,0,0.848958333333,768,0,True
mixed,200,6,plugin_global_TTL,384,258,0.0324825376274,,0,0.328125,768,0,True
mixed,200,6,CP_calendar,384,384,-0,0.05,0,0,0,120,False
mixed,200,7,joint_clean,384,281.310206423,0.0493373349285,0.0497745606212,1,0.267421337439,0,12,True
mixed,200,7,singleton_clean,384,352.177680589,0.00800454703075,0.0429864684803,8,0.0828706234656,0,12,True
mixed,200,7,pilot_partition,384,207.231536513,0.0257461599772,0.0497745606212,2,0.46033454033,768,12,True
mixed,200,7,rate_oracle_partition,384,207.231536513,0.0257461599772,0.0497745606212,2,0.46033454033,0,12,True
mixed,200,7,joint_conditional_PAC,384,379.148513689,0.00182653254626,0.00183481208215,1,0.0126340789341,0,12,True
mixed,200,7,audit_all,384,384,-0,,0,0,0,0,True
mixed,200,7,known_rate_calendar,384,70,0.0493728047577,0.05,0,0.817708333333,0,0,True
mixed,200,7,plugin_calendar,384,58,0.0682565720012,,0,0.848958333333,768,0,True
mixed,200,7,plugin_global_TTL,384,259,0.0343436323866,,0,0.325520833333,768,0,True
mixed,200,7,CP_calendar,384,384,-0,0.05,0,0,0,120,False
mixed,200,8,joint_clean,384,262.307971382,0.0475094980462,0.0497745606212,1,0.316906324526,0,12,True
mixed,200,8,singleton_clean,384,352.451293437,0.00710939573865,0.0412383284888,8,0.0821580900073,0,12,True
mixed,200,8,pilot_partition,384,209.18374129,0.0235955469094,0.0497745606212,2,0.455250673724,768,12,True
mixed,200,8,rate_oracle_partition,384,209.18374129,0.0235955469094,0.0497745606212,2,0.455250673724,0,12,True
mixed,200,8,joint_conditional_PAC,384,378.063803482,0.0017378240533,0.00183481208215,1,0.0154588450988,0,12,True
mixed,200,8,audit_all,384,384,-0,,0,0,0,0,True
mixed,200,8,known_rate_calendar,384,67,0.0491876193927,0.05,0,0.825520833333,0,0,True
mixed,200,8,plugin_calendar,384,60,0.0571769234911,,0,0.84375,768,0,True
mixed,200,8,plugin_global_TTL,384,265,0.0303558807402,,0,0.309895833333,768,0,True
mixed,200,8,CP_calendar,384,384,-0,0.05,0,0,0,120,False
mixed,200,9,joint_clean,384,260.04726726,0.0437964424912,0.0497745606212,1,0.322793574843,0,12,True
mixed,200,9,singleton_clean,384,351.356016985,0.00694681140322,0.0429864684803,8,0.0850103724342,0,12,True
mixed,200,9,pilot_partition,384,200.432726408,0.0221403468678,0.0497745606212,2,0.478039774979,768,12,True
mixed,200,9,rate_oracle_partition,384,200.432726408,0.0221403468678,0.0497745606212,2,0.478039774979,0,12,True
mixed,200,9,joint_conditional_PAC,384,377.928845743,0.0017206627622,0.00183481208215,1,0.0158102975433,0,12,True
mixed,200,9,audit_all,384,384,-0,,0,0,0,0,True
mixed,200,9,known_rate_calendar,384,66,0.047439123284,0.05,0,0.828125,0,0,True
mixed,200,9,plugin_calendar,384,70,0.046763313956,,0,0.817708333333,768,0,True
mixed,200,9,plugin_global_TTL,384,267,0.0218366407401,,0,0.3046875,768,0,True
mixed,200,9,CP_calendar,384,384,-0,0.05,0,0,0,120,False
mixed,1000,0,joint_clean,384,380.202379625,0.00455833398817,0.0481681493208,1,0.00988963639385,0,12,True
mixed,1000,0,singleton_clean,384,267.372432648,0.0095430330606,0.0471601070259,8,0.303717623312,0,12,True
mixed,1000,0,pilot_partition,384,161.477015398,0.0184032086042,0.0481910231402,3,0.579486939068,768,12,True
mixed,1000,0,rate_oracle_partition,384,159.646158111,0.0179493249723,0.0494161655747,3,0.584254796587,0,12,True
mixed,1000,0,joint_conditional_PAC,384,383.28728133,0.000252211351881,0.00220067790447,1,0.00185603820277,0,12,True
mixed,1000,0,audit_all,384,384,-0,,0,0,0,0,True
mixed,1000,0,known_rate_calendar,384,72,0.049282725232,0.05,0,0.8125,0,0,True
mixed,1000,0,plugin_calendar,384,52,0.108623748205,,0,0.864583333333,768,0,True
mixed,1000,0,plugin_global_TTL,384,178,0.073377493367,,0,0.536458333333,768,0,True
mixed,1000,0,CP_calendar,384,376,4.79777095228e-05,0.05,0,0.0208333333333,0,120,False
mixed,1000,1,joint_clean,384,377.236302941,0.00700182469689,0.0497745606212,1,0.0176137944238,0,12,True
mixed,1000,1,singleton_clean,384,266.255041857,0.0101542228929,0.0464658028708,8,0.306627495165,0,12,True
mixed,1000,1,pilot_partition,384,156.50654185,0.017592656593,0.0490899781207,3,0.5924308806,768,12,True
mixed,1000,1,rate_oracle_partition,384,156.50654185,0.017592656593,0.0490899781207,3,0.5924308806,0,12,True
mixed,1000,1,joint_conditional_PAC,384,382.775375184,0.000392434891681,0.00220067790447,1,0.0031891271241,0,12,True
mixed,1000,1,audit_all,384,384,-0,,0,0,0,0,True
mixed,1000,1,known_rate_calendar,384,69,0.0499806008573,0.05,0,0.8203125,0,0,True
mixed,1000,1,plugin_calendar,384,52,0.0908025941029,,0,0.864583333333,768,0,True
mixed,1000,1,plugin_global_TTL,384,175,0.0831924800857,,0,0.544270833333,768,0,True
mixed,1000,1,CP_calendar,384,376,3.84614304166e-05,0.05,0,0.0208333333333,0,120,False
mixed,1000,2,joint_clean,384,374.121076607,0.010193766303,0.0472008056322,1,0.0257263630021,0,12,True
mixed,1000,2,singleton_clean,384,257.860734381,0.010753954514,0.0478536892608,8,0.328487670884,0,12,True
mixed,1000,2,pilot_partition,384,153.138643903,0.0175232975913,0.0490899781207,3,0.601201448169,768,12,True
mixed,1000,2,rate_oracle_partition,384,153.138643903,0.0175232975913,0.0490899781207,3,0.601201448169,0,12,True
mixed,1000,2,joint_conditional_PAC,384,382.046229635,0.000586608872667,0.00220067790447,1,0.00508794365781,0,12,True
mixed,1000,2,audit_all,384,384,-0,,0,0,0,0,True
mixed,1000,2,known_rate_calendar,384,65,0.0491752262269,0.05,0,0.830729166667,0,0,True
mixed,1000,2,plugin_calendar,384,62,0.0530523839409,,0,0.838541666667,768,0,True
mixed,1000,2,plugin_global_TTL,384,257,0.0301677626706,,0,0.330729166667,768,0,True
mixed,1000,2,CP_calendar,384,376,4.5036150379e-05,0.05,0,0.0208333333333,0,120,False
mixed,1000,3,joint_clean,384,376.80585659,0.0081064711155,0.0475235460068,1,0.018734748464,0,12,True
mixed,1000,3,singleton_clean,384,265.755598467,0.0102169725181,0.0468129098611,8,0.307928128992,0,12,True
mixed,1000,3,pilot_partition,384,154.603069042,0.0183347897132,0.0490899781207,3,0.597387841036,768,12,True
mixed,1000,3,rate_oracle_partition,384,154.603069042,0.0183347897132,0.0490899781207,3,0.597387841036,0,12,True
mixed,1000,3,joint_conditional_PAC,384,382.724583994,0.000408907234579,0.00220067790447,1,0.00332139584957,0,12,True
mixed,1000,3,audit_all,384,384,-0,,0,0,0,0,True
mixed,1000,3,known_rate_calendar,384,69,0.0491466627047,0.05,0,0.8203125,0,0,True
mixed,1000,3,plugin_calendar,384,54,0.0782698820661,,0,0.859375,768,0,True
mixed,1000,3,plugin_global_TTL,384,214,0.0544964844726,,0,0.442708333333,768,0,True
mixed,1000,3,CP_calendar,384,376,4.30533422068e-05,0.05,0,0.0208333333333,0,120,False
mixed,1000,4,joint_clean,384,377.794734634,0.00698141614562,0.0478459937497,1,0.016159545224,0,12,True
mixed,1000,4,singleton_clean,384,262.89521884,0.0100566401633,0.0475071777246,8,0.31537703427,0,12,True
mixed,1000,4,pilot_partition,384,150.034396214,0.0176094349866,0.0484367008056,3,0.609285426526,768,12,True
mixed,1000,4,rate_oracle_partition,384,150.034396214,0.0176094349866,0.0484367008056,3,0.609285426526,0,12,True
mixed,1000,4,joint_conditional_PAC,384,382.810657472,0.000414887886126,0.00220067790447,1,0.00309724616794,0,12,True
mixed,1000,4,audit_all,384,384,-0,,0,0,0,0,True
mixed,1000,4,known_rate_calendar,384,67,0.0492659490639,0.05,0,0.825520833333,0,0,True
mixed,1000,4,plugin_calendar,384,62,0.0589110313169,,0,0.838541666667,768,0,True
mixed,1000,4,plugin_global_TTL,384,223,0.0352992720054,,0,0.419270833333,768,0,True
mixed,1000,4,CP_calendar,384,376,4.40067831999e-05,0.05,0,0.0208333333333,0,120,False
mixed,1000,5,joint_clean,384,377.260159002,0.00701419492688,0.0497745606212,1,0.0175516692656,0,12,True
mixed,1000,5,singleton_clean,384,259.841972117,0.00994925738886,0.047853905632,8,0.323328197611,0,12,True
mixed,1000,5,pilot_partition,384,163.14318927,0.0173174262328,0.0493189126554,4,0.575147944609,768,12,True
mixed,1000,5,rate_oracle_partition,384,151.591476039,0.0203206594799,0.0492198356725,3,0.60523053115,0,12,True
mixed,1000,5,joint_conditional_PAC,384,382.767785302,0.000384577097749,0.00220067790447,1,0.00320889244192,0,12,True
mixed,1000,5,audit_all,384,384,-0,,0,0,0,0,True
mixed,1000,5,known_rate_calendar,384,65,0.0492075335607,0.05,0,0.830729166667,0,0,True
mixed,1000,5,plugin_calendar,384,60,0.0624167895885,,0,0.84375,768,0,True
mixed,1000,5,plugin_global_TTL,384,265,0.0289746765359,,0,0.309895833333,768,0,True
mixed,1000,5,CP_calendar,384,376,3.93453089925e-05,0.05,0,0.0208333333333,0,120,False
mixed,1000,6,joint_clean,384,377.681486801,0.00757098081342,0.0497745606212,1,0.0164544614556,0,12,True
mixed,1000,6,singleton_clean,384,261.971646506,0.00985277513249,0.0485469828435,8,0.317782170557,0,12,True
mixed,1000,6,pilot_partition,384,149.12196016,0.0178218890213,0.0487634900249,3,0.611661562084,768,12,True
mixed,1000,6,rate_oracle_partition,384,149.12196016,0.0178218890213,0.0487634900249,3,0.611661562084,0,12,True
mixed,1000,6,joint_conditional_PAC,384,382.778188055,0.000418680899542,0.00220067790447,1,0.00318180193893,0,12,True
mixed,1000,6,audit_all,384,384,-0,,0,0,0,0,True
mixed,1000,6,known_rate_calendar,384,65,0.0495760010497,0.05,0,0.830729166667,0,0,True
mixed,1000,6,plugin_calendar,384,58,0.0591125115507,,0,0.848958333333,768,0,True
mixed,1000,6,plugin_global_TTL,384,258,0.0324825376274,,0,0.328125,768,0,True
mixed,1000,6,CP_calendar,384,376,4.57619417215e-05,0.05,0,0.0208333333333,0,120,False
mixed,1000,7,joint_clean,384,380.079202196,0.00470228463143,0.0497745606212,1,0.0102104109468,0,12,True
mixed,1000,7,singleton_clean,384,263.365234912,0.00964121900912,0.048200507323,8,0.314153034085,0,12,True
mixed,1000,7,pilot_partition,384,156.985186181,0.0195855275855,0.0485190360451,3,0.591184410986,768,12,True
mixed,1000,7,rate_oracle_partition,384,156.272333384,0.0182794167749,0.0487634900249,3,0.593040798479,0,12,True
mixed,1000,7,joint_conditional_PAC,384,383.243923289,0.000289500673163,0.00220067790447,1,0.00196894976935,0,12,True
mixed,1000,7,audit_all,384,384,-0,,0,0,0,0,True
mixed,1000,7,known_rate_calendar,384,70,0.0493728047577,0.05,0,0.817708333333,0,0,True
mixed,1000,7,plugin_calendar,384,58,0.0682565720012,,0,0.848958333333,768,0,True
mixed,1000,7,plugin_global_TTL,384,259,0.0343436323866,,0,0.325520833333,768,0,True
mixed,1000,7,CP_calendar,384,376,4.00738627654e-05,0.05,0,0.0208333333333,0,120,False
mixed,1000,8,joint_clean,384,373.394817522,0.0113302767009,0.0497745606212,1,0.0276176627033,0,12,True
mixed,1000,8,singleton_clean,384,269.474861978,0.0107148810042,0.0464658028708,8,0.298242546931,0,12,True
mixed,1000,8,pilot_partition,384,159.105242299,0.0182551223729,0.0490899781207,3,0.585663431513,768,12,True
mixed,1000,8,rate_oracle_partition,384,159.105242299,0.0182551223729,0.0490899781207,3,0.585663431513,0,12,True
mixed,1000,8,joint_conditional_PAC,384,382.044854627,0.000618692803657,0.00220067790447,1,0.00509152440899,0,12,True
mixed,1000,8,audit_all,384,384,-0,,0,0,0,0,True
mixed,1000,8,known_rate_calendar,384,67,0.0491876193927,0.05,0,0.825520833333,0,0,True
mixed,1000,8,plugin_calendar,384,60,0.0571769234911,,0,0.84375,768,0,True
mixed,1000,8,plugin_global_TTL,384,265,0.0303558807402,,0,0.309895833333,768,0,True
mixed,1000,8,CP_calendar,384,376,3.5635621386e-05,0.05,0,0.0208333333333,0,120,False
mixed,1000,9,joint_clean,384,372.100065897,0.0124572344522,0.0491328675862,1,0.0309894117259,0,12,True
mixed,1000,9,singleton_clean,384,262.959785807,0.0107397867068,0.0471601070259,8,0.315208891128,0,12,True
mixed,1000,9,pilot_partition,384,167.351603325,0.0159627401105,0.0495620907592,4,0.564188533009,768,12,True
mixed,1000,9,rate_oracle_partition,384,152.574040757,0.0175816435506,0.0497420528672,3,0.602671768862,0,12,True
mixed,1000,9,joint_conditional_PAC,384,381.87856328,0.000591540915869,0.00220067790447,1,0.00552457479236,0,12,True
mixed,1000,9,audit_all,384,384,-0,,0,0,0,0,True
mixed,1000,9,known_rate_calendar,384,66,0.047439123284,0.05,0,0.828125,0,0,True
mixed,1000,9,plugin_calendar,384,70,0.046763313956,,0,0.817708333333,768,0,True
mixed,1000,9,plugin_global_TTL,384,267,0.0218366407401,,0,0.3046875,768,0,True
mixed,1000,9,CP_calendar,384,376,3.29861633816e-05,0.05,0,0.0208333333333,0,120,False
mixed,5000,0,joint_clean,384,383.999999948,7.87054665338e-11,0.0144275693175,1,1.36212374713e-10,0,12,True
mixed,5000,0,singleton_clean,384,183.75215193,0.00668595915187,0.0436779598825,8,0.521478771015,0,12,True
mixed,5000,0,pilot_partition,384,220.047929926,0.0114355079879,0.0407333441393,3,0.426958515818,768,12,True
mixed,5000,0,rate_oracle_partition,384,155.141781317,0.0106792543134,0.0462155569638,6,0.595984944488,0,12,True
mixed,5000,0,joint_conditional_PAC,384,383.999999964,1.82773374714e-11,0.00249310841847,1,9.25818310904e-11,0,12,True
mixed,5000,0,audit_all,384,384,-0,,0,0,0,0,True
mixed,5000,0,known_rate_calendar,384,72,0.049282725232,0.05,0,0.8125,0,0,True
mixed,5000,0,plugin_calendar,384,52,0.108623748205,,0,0.864583333333,768,0,True
mixed,5000,0,plugin_global_TTL,384,178,0.073377493367,,0,0.536458333333,768,0,True
mixed,5000,0,CP_calendar,384,342,0.000251857296197,0.05,0,0.109375,0,120,False
mixed,5000,1,joint_clean,384,383.999999088,1.27404959402e-09,0.0143568300041,1,2.37382391521e-09,0,12,True
mixed,5000,1,singleton_clean,384,182.507516695,0.00566323929786,0.0408829300145,8,0.524720008607,0,12,True
mixed,5000,1,pilot_partition,384,214.886304457,0.0111674352355,0.0419048899173,3,0.440400248809,768,12,True
mixed,5000,1,rate_oracle_partition,384,154.148601612,0.0109598558991,0.0444266037105,5,0.59857134997,0,12,True
mixed,5000,1,joint_conditional_PAC,384,383.999999383,2.80889728338e-10,0.00249310841847,1,1.60727664511e-09,0,12,True
mixed,5000,1,audit_all,384,384,-0,,0,0,0,0,True
mixed,5000,1,known_rate_calendar,384,69,0.0499806008573,0.05,0,0.8203125,0,0,True
mixed,5000,1,plugin_calendar,384,52,0.0908025941029,,0,0.864583333333,768,0,True
mixed,5000,1,plugin_global_TTL,384,175,0.0831924800857,,0,0.544270833333,768,0,True
mixed,5000,1,CP_calendar,384,342,0.000201906007139,0.05,0,0.109375,0,120,False
mixed,5000,2,joint_clean,384,383.999993941,7.81656439784e-09,0.0144275693175,1,1.5778868101e-08,0,12,True
mixed,5000,2,singleton_clean,384,183.18264754,0.00746892455964,0.0460490208131,8,0.522961855363,0,12,True
mixed,5000,2,pilot_partition,384,220.011084687,0.0122741778548,0.0403180376007,3,0.42705446696,768,12,True
mixed,5000,2,rate_oracle_partition,384,155.57726804,0.0128078521944,0.0464751800454,5,0.594850864479,0,12,True
mixed,5000,2,joint_conditional_PAC,384,383.999995882,1.73714521956e-09,0.00249310841847,1,1.07246993508e-08,0,12,True
mixed,5000,2,audit_all,384,384,-0,,0,0,0,0,True
mixed,5000,2,known_rate_calendar,384,65,0.0491752262269,0.05,0,0.830729166667,0,0,True
mixed,5000,2,plugin_calendar,384,62,0.0530523839409,,0,0.838541666667,768,0,True
mixed,5000,2,plugin_global_TTL,384,257,0.0301677626706,,0,0.330729166667,768,0,True
mixed,5000,2,CP_calendar,384,342,0.000236417162876,0.05,0,0.109375,0,120,False
mixed,5000,3,joint_clean,384,383.999998793,1.65156076042e-09,0.0142860769503,1,3.1431089953e-09,0,12,True
mixed,5000,3,singleton_clean,384,183.255935288,0.00640669722359,0.0421444540744,8,0.522771001853,0,12,True
mixed,5000,3,pilot_partition,384,221.219839968,0.0105997254055,0.0415606759917,3,0.423906666751,768,12,True
mixed,5000,3,rate_oracle_partition,384,155.785209556,0.0106522529746,0.0472980681189,6,0.594309350116,0,12,True
mixed,5000,3,joint_conditional_PAC,384,383.99999918,3.65617274635e-10,0.00242002261501,1,2.13633188917e-09,0,12,True
mixed,5000,3,audit_all,384,384,-0,,0,0,0,0,True
mixed,5000,3,known_rate_calendar,384,69,0.0491466627047,0.05,0,0.8203125,0,0,True
mixed,5000,3,plugin_calendar,384,54,0.0782698820661,,0,0.859375,768,0,True
mixed,5000,3,plugin_global_TTL,384,214,0.0544964844726,,0,0.442708333333,768,0,True
mixed,5000,3,CP_calendar,384,342,0.000226009368434,0.05,0,0.109375,0,120,False
mixed,5000,4,joint_clean,384,383.999999416,8.15179610439e-10,0.0141445296028,1,1.52156076627e-09,0,12,True
mixed,5000,4,singleton_clean,384,177.58741458,0.00662772624807,0.042493386545,8,0.537532774532,0,12,True
mixed,5000,4,pilot_partition,384,217.457069018,0.0108917155629,0.0403889373668,3,0.433705549433,768,12,True
mixed,5000,4,rate_oracle_partition,384,153.27938576,0.0102517159409,0.0454959247363,6,0.600834932917,0,12,True
mixed,5000,4,joint_conditional_PAC,384,383.999999603,1.88095711392e-10,0.00249310841847,1,1.03418573705e-09,0,12,True
mixed,5000,4,audit_all,384,384,-0,,0,0,0,0,True
mixed,5000,4,known_rate_calendar,384,67,0.0492659490639,0.05,0,0.825520833333,0,0,True
mixed,5000,4,plugin_calendar,384,62,0.0589110313169,,0,0.838541666667,768,0,True
mixed,5000,4,plugin_global_TTL,384,223,0.0352992720054,,0,0.419270833333,768,0,True
mixed,5000,4,CP_calendar,384,342,0.000231014007669,0.05,0,0.109375,0,120,False
mixed,5000,5,joint_clean,384,383.999999129,1.12087231974e-09,0.0144275693175,1,2.26836138761e-09,0,12,True
mixed,5000,5,singleton_clean,384,183.876220247,0.00670188053725,0.041020813112,8,0.521155676441,0,12,True
mixed,5000,5,pilot_partition,384,197.040258325,0.0136937338786,0.0447450204305,4,0.48687432728,768,12,True
mixed,5000,5,rate_oracle_partition,384,156.986213227,0.0129385774945,0.0448492231802,5,0.591181736387,0,12,True
mixed,5000,5,joint_conditional_PAC,384,383.999999385,2.86843219585e-10,0.00249310841847,1,1.60084878686e-09,0,12,True
mixed,5000,5,audit_all,384,384,-0,,0,0,0,0,True
mixed,5000,5,known_rate_calendar,384,65,0.0492075335607,0.05,0,0.830729166667,0,0,True
mixed,5000,5,plugin_calendar,384,60,0.0624167895885,,0,0.84375,768,0,True
mixed,5000,5,plugin_global_TTL,384,265,0.0289746765359,,0,0.309895833333,768,0,True
mixed,5000,5,CP_calendar,384,342,0.000206545602477,0.05,0,0.109375,0,120,False
mixed,5000,6,joint_clean,384,383.999999378,8.90168527864e-10,0.0144275693175,1,1.62006197346e-09,0,12,True
mixed,5000,6,singleton_clean,384,180.684993025,0.00696376351272,0.0440994067463,8,0.529466163997,0,12,True
mixed,5000,6,pilot_partition,384,217.137268923,0.0118797473983,0.0418358108204,3,0.434538362179,768,12,True
mixed,5000,6,rate_oracle_partition,384,155.218648935,0.00961075229002,0.0464673352509,6,0.595784768398,0,12,True
mixed,5000,6,joint_conditional_PAC,384,383.99999958,1.87511917882e-10,0.00249310841847,1,1.09269804316e-09,0,12,True
mixed,5000,6,audit_all,384,384,-0,,0,0,0,0,True
mixed,5000,6,known_rate_calendar,384,65,0.0495760010497,0.05,0,0.830729166667,0,0,True
mixed,5000,6,plugin_calendar,384,58,0.0591125115507,,0,0.848958333333,768,0,True
mixed,5000,6,plugin_global_TTL,384,258,0.0324825376274,,0,0.328125,768,0,True
mixed,5000,6,CP_calendar,384,342,0.000240226832276,0.05,0,0.109375,0,120,False
mixed,5000,7,joint_clean,384,383.999999944,8.07331181926e-11,0.0144275693175,1,1.47007406248e-10,0,12,True
