history,scale,rep,audit_cost,conditional_risk,false_conditional_claim,interval_miss
1000,0.0005,64,61,0.00299725075,0,0
1000,0.0005,65,62,0.002499,0,0
1000,0.0005,66,61,0.003496501,0,0
1000,0.0005,67,61,0.003496501,0,0
1000,0.0005,68,61,0.00299725075,0,0
1000,0.0005,69,61,0.00299725075,0,0
1000,0.0005,70,61,0.0039952515,0,0
1000,0.0005,71,61,0.0039952515,0,0
1000,0.0005,72,61,0.003496501,0,0
1000,0.0005,73,62,0.0024985,0,0
1000,0.0005,74,61,0.0039952515,0,0
1000,0.0005,75,61,0.003496501,0,0
1000,0.0005,76,61,0.003496501,0,0
1000,0.0005,77,62,0.0014995,0,0
1000,0.0005,78,61,0.00299725075,0,0
1000,0.0005,79,61,0.003496501,0,0
1000,0.0005,80,61,0.0039952515,0,0
1000,0.0005,81,61,0.003496501,0,0
1000,0.0005,82,61,0.00299725075,0,0
1000,0.0005,83,61,0.0039952515,0,0
1000,0.0005,84,61,0.00299725075,0,0
1000,0.0005,85,61,0.00299725075,0,0
1000,0.0005,86,61,0.00299725075,0,0
1000,0.0005,87,61,0.00299725075,0,0
1000,0.0005,88,61,0.003496501,0,0
1000,0.0005,89,61,0.00299725075,0,0
1000,0.0005,90,61,0.00299725075,0,0
1000,0.0005,91,62,0.0014995,0,0
1000,0.0005,92,60,0.0049912562485,0,0
1000,0.0005,93,60,0.0049912562485,0,0
1000,0.0005,94,61,0.003496501,0,0
1000,0.0005,95,61,0.00299725075,0,0
1000,0.0005,96,62,0.0014995,0,0
1000,0.0005,97,62,0.002499,0,0
1000,0.0005,98,61,0.003496501,0,0
1000,0.0005,99,61,0.00299725075,0,0
1000,0.0005,100,61,0.00299725075,0,0
1000,0.0005,101,61,0.0039952515,0,0
1000,0.0005,102,61,0.00299725075,0,0
1000,0.0005,103,61,0.00299725075,0,0
1000,0.0005,104,61,0.0039952515,0,0
1000,0.0005,105,62,0.00199925,0,0
1000,0.0005,106,62,0.0014995,0,0
1000,0.0005,107,61,0.00299725075,0,0
1000,0.0005,108,61,0.00299725075,0,0
1000,0.0005,109,62,0.00199925,0,0
1000,0.0005,110,61,0.0039952515,0,0
1000,0.0005,111,61,0.003496501,0,0
1000,0.0005,112,61,0.00299725075,0,0
1000,0.0005,113,61,0.00299725075,0,0
1000,0.0005,114,61,0.00299725075,0,0
1000,0.0005,115,62,0.0014995,0,0
1000,0.0005,116,61,0.0039952515,0,0
1000,0.0005,117,61,0.003496501,0,0
1000,0.0005,118,61,0.00299725075,0,0
1000,0.0005,119,61,0.00299725075,0,0
1000,0.0005,120,61,0.003496501,0,0
1000,0.0005,121,62,0.0014995,0,0
1000,0.0005,122,60,0.0049912562485,0,0
1000,0.0005,123,61,0.00299725075,0,0
1000,0.0005,124,61,0.00299725075,0,0
1000,0.0005,125,61,0.003496501,0,0
1000,0.0005,126,60,0.0049912562485,0,0
1000,0.0005,127,62,0.0014995,0,0
1000,0.0005,128,61,0.00299725075,0,0
1000,0.0005,129,61,0.00299725075,0,0
1000,0.0005,130,61,0.003496501,0,0
1000,0.0005,131,61,0.00299725075,0,0
1000,0.0005,132,61,0.00299725075,0,0
1000,0.0005,133,61,0.00299725075,0,0
1000,0.0005,134,60,0.0049912562485,0,0
1000,0.0005,135,62,0.0014995,0,0
1000,0.0005,136,61,0.00299725075,0,0
1000,0.0005,137,61,0.00299725075,0,0
1000,0.0005,138,61,0.003496501,0,0
1000,0.0005,139,61,0.0039952515,0,0
1000,0.0005,140,61,0.0039952515,0,0
1000,0.0005,141,61,0.003496501,0,0
1000,0.0005,142,61,0.0039952515,0,0
1000,0.0005,143,61,0.00299725075,0,0
1000,0.0005,144,61,0.00299725075,0,0
1000,0.0005,145,61,0.003496501,0,0
1000,0.0005,146,61,0.003496501,0,0
1000,0.0005,147,61,0.00299725075,0,0
1000,0.0005,148,61,0.00299725075,0,0
1000,0.0005,149,61,0.0039952515,0,0
1000,0.0005,150,61,0.0039952515,0,0
1000,0.0005,151,61,0.00299725075,0,0
1000,0.0005,152,61,0.00299725075,0,0
1000,0.0005,153,61,0.00299725075,0,0
1000,0.0005,154,61,0.003496501,0,0
1000,0.0005,155,62,0.0014995,0,0
1000,0.0005,156,61,0.00299725075,0,0
1000,0.0005,157,61,0.0039952515,0,0
1000,0.0005,158,61,0.00299725075,0,0
1000,0.0005,159,61,0.00299725075,0,0
1000,0.0005,160,61,0.003496501,0,0
1000,0.0005,161,62,0.0014995,0,0
1000,0.0005,162,61,0.00299725075,0,0
1000,0.0005,163,61,0.00299725075,0,0
1000,0.0005,164,61,0.003496501,0,0
1000,0.0005,165,61,0.00299725075,0,0
1000,0.0005,166,61,0.00299725075,0,0
1000,0.0005,167,61,0.00299725075,0,0
1000,0.0005,168,61,0.00299725075,0,0
1000,0.0005,169,61,0.00299725075,0,0
1000,0.0005,170,62,0.002499,0,0
1000,0.0005,171,61,0.0039952515,0,0
1000,0.0005,172,61,0.00299725075,0,0
1000,0.0005,173,61,0.003496501,0,0
1000,0.0005,174,61,0.003496501,0,0
1000,0.0005,175,61,0.00299725075,0,0
1000,0.0005,176,61,0.00299725075,0,0
1000,0.0005,177,61,0.0039952515,0,0
1000,0.0005,178,61,0.00299725075,0,0
1000,0.0005,179,61,0.00299725075,0,0
1000,0.0005,180,61,0.00299725075,0,0
1000,0.0005,181,61,0.003496501,0,0
1000,0.0005,182,61,0.00299725075,0,0
1000,0.0005,183,61,0.00299725075,0,0
1000,0.0005,184,61,0.00299725075,0,0
1000,0.0005,185,61,0.00299725075,0,0
1000,0.0005,186,61,0.00299725075,0,0
1000,0.0005,187,62,0.002499,0,0
1000,0.0005,188,61,0.00299725075,0,0
1000,0.0005,189,61,0.00299725075,0,0
1000,0.0005,190,61,0.0039952515,0,0
1000,0.0005,191,61,0.0039952515,0,0
1000,0.0005,192,61,0.00299725075,0,0
1000,0.0005,193,61,0.00299725075,0,0
1000,0.0005,194,62,0.0014995,0,0
1000,0.0005,195,62,0.00199925,0,0
1000,0.0005,196,61,0.003496501,0,0
1000,0.0005,197,61,0.0039952515,0,0
1000,0.0005,198,61,0.003496501,0,0
1000,0.0005,199,61,0.0039952515,0,0
5000,1e-05,0,55,0.00029995750379,0,0
5000,1e-05,1,55,0.00029995750379,0,0
5000,1e-05,2,55,0.00029995750379,0,0
5000,1e-05,3,55,0.00029995750379,0,0
5000,1e-05,4,55,0.00029995750379,0,0
5000,1e-05,5,55,0.00029995750379,0,0
5000,1e-05,6,55,0.00029995750379,0,0
5000,1e-05,7,55,0.00029995750379,0,0
5000,1e-05,8,56,0.00025996850237,0,0
5000,1e-05,9,55,0.000499880518168,0,0
5000,1e-05,10,55,0.00029995750379,0,0
5000,1e-05,11,55,0.00029995750379,0,0
5000,1e-05,12,55,0.00029995750379,0,0
5000,1e-05,13,55,0.00029995750379,0,0
5000,1e-05,14,55,0.00029995750379,0,0
5000,1e-05,15,55,0.00029995750379,0,0
5000,1e-05,16,55,0.00029995750379,0,0
5000,1e-05,17,55,0.00029995750379,0,0
5000,1e-05,18,55,0.000739738958441,0,0
5000,1e-05,19,55,0.00029995750379,0,0
5000,1e-05,20,55,0.00029995750379,0,0
5000,1e-05,21,55,0.00029995750379,0,0
5000,1e-05,22,55,0.00029995750379,0,0
5000,1e-05,23,55,0.00029995750379,0,0
5000,1e-05,24,56,0.00025996850237,0,0
5000,1e-05,25,55,0.00029995750379,0,0
5000,1e-05,26,55,0.00029995750379,0,0
5000,1e-05,27,55,0.00029995750379,0,0
5000,1e-05,28,55,0.00029995750379,0,0
5000,1e-05,29,55,0.00029995750379,0,0
5000,1e-05,30,55,0.00029995750379,0,0
5000,1e-05,31,55,0.00029995750379,0,0
5000,1e-05,32,55,0.00029995750379,0,0
5000,1e-05,33,55,0.00029995750379,0,0
5000,1e-05,34,55,0.00029995750379,0,0
5000,1e-05,35,55,0.00029995750379,0,0
5000,1e-05,36,55,0.00029995750379,0,0
5000,1e-05,37,55,0.000459899913709,0,0
5000,1e-05,38,55,0.00029995750379,0,0
5000,1e-05,39,55,0.00029995750379,0,0
5000,1e-05,40,55,0.00029995750379,0,0
5000,1e-05,41,55,0.000739738958441,0,0
5000,1e-05,42,55,0.00029995750379,0,0
5000,1e-05,43,56,0.00025996850237,0,0
5000,1e-05,44,55,0.00029995750379,0,0
5000,1e-05,45,55,0.00029995750379,0,0
5000,1e-05,46,55,0.00029995750379,0,0
5000,1e-05,47,55,0.00029995750379,0,0
5000,1e-05,48,55,0.000459899913709,0,0
5000,1e-05,49,55,0.00029995750379,0,0
5000,1e-05,50,55,0.00029995750379,0,0
5000,1e-05,51,55,0.00029995750379,0,0
5000,1e-05,52,55,0.00029995750379,0,0
5000,1e-05,53,55,0.00029995750379,0,0
5000,1e-05,54,55,0.00029995750379,0,0
5000,1e-05,55,55,0.000459899913709,0,0
5000,1e-05,56,55,0.000459899913709,0,0
5000,1e-05,57,55,0.00029995750379,0,0
5000,1e-05,58,55,0.00029995750379,0,0
5000,1e-05,59,55,0.000459899913709,0,0
5000,1e-05,60,55,0.00029995750379,0,0
5000,1e-05,61,55,0.00029995750379,0,0
5000,1e-05,62,55,0.00029995750379,0,0
5000,1e-05,63,55,0.00029995750379,0,0
5000,1e-05,64,55,0.00029995750379,0,0
5000,1e-05,65,55,0.00029995750379,0,0
5000,1e-05,66,55,0.00029995750379,0,0
5000,1e-05,67,55,0.00029995750379,0,0
5000,1e-05,68,55,0.000459899913709,0,0
5000,1e-05,69,55,0.00029995750379,0,0
5000,1e-05,70,55,0.00029995750379,0,0
5000,1e-05,71,55,0.000499880518168,0,0
5000,1e-05,72,56,0.00025996850237,0,0
5000,1e-05,73,55,0.00029995750379,0,0
5000,1e-05,74,55,0.00029995750379,0,0
5000,1e-05,75,55,0.00029995750379,0,0
5000,1e-05,76,55,0.000739738958441,0,0
5000,1e-05,77,55,0.00029995750379,0,0
5000,1e-05,78,56,0.00025996850237,0,0
5000,1e-05,79,55,0.00029995750379,0,0
5000,1e-05,80,55,0.00029995750379,0,0
5000,1e-05,81,55,0.00029995750379,0,0
5000,1e-05,82,55,0.00029995750379,0,0
5000,1e-05,83,55,0.00029995750379,0,0
5000,1e-05,84,55,0.00029995750379,0,0
5000,1e-05,85,55,0.000739738958441,0,0
5000,1e-05,86,55,0.00029995750379,0,0
5000,1e-05,87,55,0.00029995750379,0,0
5000,1e-05,88,55,0.00029995750379,0,0
5000,1e-05,89,55,0.00029995750379,0,0
5000,1e-05,90,55,0.00029995750379,0,0
5000,1e-05,91,55,0.00029995750379,0,0
5000,1e-05,92,55,0.00029995750379,0,0
5000,1e-05,93,55,0.00029995750379,0,0
5000,1e-05,94,55,0.000459899913709,0,0
5000,1e-05,95,55,0.00029995750379,0,0
5000,1e-05,96,55,0.00029995750379,0,0
5000,1e-05,97,56,0.00025996850237,0,0
5000,1e-05,98,55,0.00029995750379,0,0
5000,1e-05,99,55,0.00029995750379,0,0
5000,1e-05,100,55,0.00029995750379,0,0
5000,1e-05,101,55,0.000499880518168,0,0
5000,1e-05,102,55,0.00029995750379,0,0
5000,1e-05,103,55,0.00029995750379,0,0
5000,1e-05,104,55,0.00029995750379,0,0
5000,1e-05,105,55,0.000459899913709,0,0
5000,1e-05,106,55,0.00029995750379,0,0
5000,1e-05,107,55,0.00029995750379,0,0
5000,1e-05,108,55,0.00029995750379,0,0
5000,1e-05,109,55,0.00029995750379,0,0
5000,1e-05,110,55,0.00029995750379,0,0
5000,1e-05,111,56,0.000499883316888,0,0
5000,1e-05,112,55,0.00029995750379,0,0
5000,1e-05,113,55,0.00029995750379,0,0
5000,1e-05,114,55,0.00029995750379,0,0
5000,1e-05,115,55,0.00029995750379,0,0
5000,1e-05,116,55,0.00029995750379,0,0
5000,1e-05,117,55,0.00029995750379,0,0
5000,1e-05,118,55,0.00029995750379,0,0
5000,1e-05,119,55,0.00029995750379,0,0
5000,1e-05,120,55,0.00029995750379,0,0
5000,1e-05,121,55,0.00029995750379,0,0
5000,1e-05,122,55,0.00029995750379,0,0
5000,1e-05,123,55,0.00029995750379,0,0
5000,1e-05,124,55,0.00029995750379,0,0
5000,1e-05,125,55,0.000499880518168,0,0
5000,1e-05,126,55,0.00029995750379,0,0
5000,1e-05,127,55,0.000459899913709,0,0
5000,1e-05,128,55,0.00029995750379,0,0
5000,1e-05,129,55,0.00029995750379,0,0
5000,1e-05,130,55,0.00029995750379,0,0
5000,1e-05,131,55,0.00029995750379,0,0
5000,1e-05,132,55,0.00029995750379,0,0
5000,1e-05,133,55,0.000459899913709,0,0
5000,1e-05,134,55,0.00029995750379,0,0
5000,1e-05,135,55,0.00029995750379,0,0
5000,1e-05,136,55,0.000459899913709,0,0
5000,1e-05,137,55,0.00029995750379,0,0
5000,1e-05,138,55,0.00029995750379,0,0
5000,1e-05,139,55,0.00029995750379,0,0
5000,1e-05,140,55,0.00029995750379,0,0
5000,1e-05,141,55,0.000459899913709,0,0
5000,1e-05,142,55,0.00029995750379,0,0
5000,1e-05,143,55,0.000499880518168,0,0
5000,1e-05,144,55,0.000459899913709,0,0
5000,1e-05,145,55,0.00029995750379,0,0
5000,1e-05,146,55,0.00029995750379,0,0
5000,1e-05,147,55,0.000739738958441,0,0
5000,1e-05,148,55,0.00029995750379,0,0
5000,1e-05,149,55,0.00029995750379,0,0
5000,1e-05,150,55,0.00029995750379,0,0
5000,1e-05,151,55,0.000739738958441,0,0
5000,1e-05,152,55,0.00029995750379,0,0
5000,1e-05,153,55,0.00029995750379,0,0
5000,1e-05,154,55,0.00029995750379,0,0
5000,1e-05,155,55,0.000459899913709,0,0
5000,1e-05,156,55,0.00029995750379,0,0
5000,1e-05,157,55,0.000739738958441,0,0
5000,1e-05,158,55,0.00029995750379,0,0
5000,1e-05,159,55,0.00029995750379,0,0
5000,1e-05,160,55,0.00029995750379,0,0
5000,1e-05,161,55,0.00029995750379,0,0
5000,1e-05,162,55,0.00029995750379,0,0
5000,1e-05,163,55,0.00029995750379,0,0
5000,1e-05,164,55,0.00029995750379,0,0
5000,1e-05,165,55,0.00029995750379,0,0
5000,1e-05,166,55,0.00029995750379,0,0
5000,1e-05,167,55,0.00029995750379,0,0
5000,1e-05,168,55,0.00029995750379,0,0
5000,1e-05,169,55,0.00029995750379,0,0
5000,1e-05,170,55,0.00029995750379,0,0
5000,1e-05,171,55,0.00029995750379,0,0
5000,1e-05,172,55,0.00029995750379,0,0
5000,1e-05,173,55,0.00029995750379,0,0
5000,1e-05,174,55,0.00029995750379,0,0
5000,1e-05,175,55,0.00029995750379,0,0
5000,1e-05,176,55,0.00029995750379,0,0
5000,1e-05,177,55,0.00029995750379,0,0
5000,1e-05,178,55,0.00029995750379,0,0
5000,1e-05,179,55,0.000739738958441,0,0
5000,1e-05,180,55,0.000739738958441,0,0
5000,1e-05,181,55,0.00029995750379,0,0
5000,1e-05,182,55,0.00029995750379,0,0
5000,1e-05,183,55,0.00029995750379,0,0
5000,1e-05,184,55,0.00029995750379,0,0
5000,1e-05,185,55,0.00029995750379,0,0
5000,1e-05,186,55,0.00029995750379,0,0
5000,1e-05,187,55,0.00029995750379,0,0
5000,1e-05,188,55,0.000459899913709,0,0
5000,1e-05,189,55,0.00029995750379,0,0
5000,1e-05,190,55,0.00029995750379,0,0
5000,1e-05,191,56,0.00025996850237,0,0
5000,1e-05,192,55,0.00029995750379,0,0
5000,1e-05,193,55,0.00029995750379,0,0
5000,1e-05,194,55,0.00029995750379,0,0
5000,1e-05,195,55,0.00029995750379,0,0
5000,1e-05,196,56,0.00025996850237,0,0
5000,1e-05,197,55,0.000739738958441,0,0
5000,1e-05,198,55,0.000459899913709,0,0
5000,1e-05,199,55,0.00029995750379,0,0
5000,0.0005,0,59,0.00697978172033,0,0
5000,0.0005,1,57,0.0109449183987,0,0
5000,0.0005,2,58,0.00945761876659,0,0
5000,0.0005,3,60,0.0049912562485,0,0
5000,0.0005,4,60,0.0049912562485,0,0
5000,0.0005,5,57,0.0109434323384,0,0
5000,0.0005,6,60,0.0049912562485,0,0
5000,0.0005,7,59,0.00697828970241,0,0
5000,0.0005,8,57,0.0114387035291,0,0
5000,0.0005,9,59,0.00697978172033,0,0
5000,0.0005,10,60,0.00747653996002,0,0
5000,0.0005,11,58,0.00896433312301,0,0
5000,0.0005,12,58,0.00896433312301,0,0
5000,0.0005,13,60,0.00498976124282,0,0
5000,0.0005,14,59,0.00896532515008,0,0
5000,0.0005,15,59,0.00697978172033,0,0
5000,0.0005,16,60,0.0049912562485,0,0
5000,0.0005,17,59,0.00697978172033,0,0
5000,0.0005,18,57,0.0109449183987,0,0
5000,0.0005,19,60,0.0049912562485,0,0
5000,0.0005,20,59,0.00697828970241,0,0
5000,0.0005,21,59,0.00697978172033,0,0
5000,0.0005,22,58,0.00896433312301,0,1
5000,0.0005,23,58,0.00896284408689,0,0
5000,0.0005,24,60,0.0049912562485,0,0
5000,0.0005,25,59,0.00747554644267,0,0
5000,0.0005,26,60,0.0049912562485,0,0
5000,0.0005,27,59,0.00697978172033,0,0
5000,0.0005,28,60,0.00498976124282,0,0
5000,0.0005,29,60,0.0049912562485,0,0
5000,0.0005,30,59,0.00896532515008,0,0
5000,0.0005,31,59,0.00697828970241,0,0
5000,0.0005,32,58,0.00896433312301,0,0
5000,0.0005,33,59,0.00697978172033,0,0
5000,0.0005,34,59,0.00697978172033,0,0
5000,0.0005,35,58,0.00896433312301,0,0
5000,0.0005,36,60,0.00498976124282,0,0
5000,0.0005,37,61,0.0039952515,0,0
5000,0.0005,38,59,0.00747554644267,0,0
5000,0.0005,39,59,0.00697978172033,0,0
5000,0.0005,40,60,0.0049912562485,0,0
5000,0.0005,41,59,0.00697828970241,0,0
5000,0.0005,42,59,0.00697978172033,0,0
5000,0.0005,43,60,0.00498976124282,0,0
5000,0.0005,44,57,0.0114372182107,0,0
5000,0.0005,45,58,0.00896433312301,0,0
5000,0.0005,46,60,0.00498976124282,0,0
5000,0.0005,47,58,0.0129235216046,0,0
5000,0.0005,48,60,0.0049912562485,0,0
5000,0.0005,49,57,0.0109434323384,0,0
5000,0.0005,50,59,0.00697978172033,0,0
5000,0.0005,51,59,0.00896532515008,0,0
5000,0.0005,52,57,0.0109434323384,0,0
5000,0.0005,53,59,0.00697978172033,0,0
5000,0.0005,54,59,0.00896532515008,0,0
5000,0.0005,55,59,0.00797081490179,0,0
5000,0.0005,56,57,0.0109434323384,0,0
5000,0.0005,57,60,0.0049912562485,0,0
5000,0.0005,58,59,0.00697978172033,0,0
5000,0.0005,59,57,0.0114372182107,0,0
5000,0.0005,60,60,0.0049912562485,0,0
5000,0.0005,61,60,0.0049912562485,0,0
5000,0.0005,62,57,0.0109449183987,0,0
5000,0.0005,63,60,0.0049912562485,0,0
5000,0.0005,64,59,0.00896532515008,0,0
5000,0.0005,65,59,0.00697828970241,0,0
5000,0.0005,66,60,0.0049912562485,0,0
5000,0.0005,67,60,0.00697928371752,0,0
5000,0.0005,68,59,0.00697978172033,0,0
5000,0.0005,69,60,0.00598427397639,0,0
5000,0.0005,70,60,0.0049912562485,0,0
5000,0.0005,71,59,0.00896532515008,0,0
5000,0.0005,72,57,0.0109434323384,0,0
5000,0.0005,73,57,0.0114372182107,0,0
5000,0.0005,74,59,0.00697828970241,0,0
5000,0.0005,75,59,0.00697978172033,0,0
5000,0.0005,76,59,0.00797230542844,0,0
5000,0.0005,77,59,0.0109454124294,0,0
5000,0.0005,78,60,0.00498976124282,0,0
5000,0.0005,79,59,0.0134158241436,0,0
5000,0.0005,80,60,0.0049912562485,0,0
5000,0.0005,81,60,0.0049912562485,0,0
5000,0.0005,82,59,0.00697978172033,0,0
5000,0.0005,83,59,0.00697978172033,0,0
5000,0.0005,84,60,0.0049912562485,0,0
5000,0.0005,85,59,0.00747554644267,0,0
5000,0.0005,86,60,0.0049912562485,0,0
5000,0.0005,87,59,0.00697978172033,0,0
5000,0.0005,88,60,0.00697928371752,0,0
5000,0.0005,89,60,0.0049912562485,0,0
5000,0.0005,90,60,0.0049912562485,0,0
5000,0.0005,91,59,0.00697978172033,0,0
5000,0.0005,92,58,0.0129235216046,0,0
5000,0.0005,93,60,0.0049912562485,0,0
5000,0.0005,94,60,0.0049912562485,0,0
5000,0.0005,95,58,0.00896433312301,0,0
5000,0.0005,96,60,0.00697928371752,0,0
5000,0.0005,97,60,0.0049912562485,0,0
5000,0.0005,98,57,0.0109449183987,0,0
5000,0.0005,99,57,0.0114372182107,0,0
5000,0.0005,100,60,0.0049912562485,0,0
5000,0.0005,101,60,0.0049912562485,0,0
5000,0.0005,102,60,0.00548801374094,0,0
5000,0.0005,103,60,0.00598576748782,0,0
5000,0.0005,104,59,0.00896532515008,0,0
5000,0.0005,105,59,0.00697978172033,0,0
5000,0.0005,106,60,0.0049912562485,0,0
5000,0.0005,107,59,0.00945861029989,0,0
5000,0.0005,108,59,0.00697978172033,0,0
5000,0.0005,109,59,0.00697828970241,0,0
5000,0.0005,110,60,0.0049912562485,0,0
5000,0.0005,111,60,0.0049912562485,0,0
5000,0.0005,112,59,0.00896532515008,0,0
5000,0.0005,113,58,0.00896433312301,0,0
5000,0.0005,114,58,0.00945910705931,0,0
5000,0.0005,115,59,0.00697978172033,0,0
5000,0.0005,116,59,0.00697978172033,0,0
5000,0.0005,117,59,0.00697978172033,0,0
5000,0.0005,118,59,0.00697978172033,0,0
5000,0.0005,119,59,0.00697828970241,0,0
5000,0.0005,120,60,0.0049912562485,0,0
5000,0.0005,121,57,0.0109434323384,0,0
5000,0.0005,122,57,0.0114372182107,0,0
5000,0.0005,123,59,0.00697828970241,0,0
5000,0.0005,124,59,0.00697978172033,0,0
5000,0.0005,125,59,0.00896532515008,0,0
5000,0.0005,126,59,0.00697828970241,0,0
5000,0.0005,127,59,0.00697828970241,0,0
5000,0.0005,128,59,0.0109478895205,0,0
5000,0.0005,129,60,0.0049912562485,0,0
5000,0.0005,130,60,0.00498976124282,0,0
5000,0.0005,131,59,0.00697978172033,0,0
5000,0.0005,132,58,0.00896433312301,0,0
5000,0.0005,133,59,0.00697978172033,0,0
5000,0.0005,134,59,0.00697978172033,0,0
5000,0.0005,135,60,0.0049912562485,0,0
5000,0.0005,136,60,0.00747653996002,0,0
5000,0.0005,137,59,0.00697828970241,0,0
5000,0.0005,138,59,0.00697978172033,0,0
5000,0.0005,139,60,0.00548801374094,0,0
5000,0.0005,140,60,0.0049912562485,0,0
5000,0.0005,141,59,0.00896532515008,0,0
5000,0.0005,142,59,0.00697978172033,0,0
5000,0.0005,143,60,0.0049912562485,0,0
5000,0.0005,144,58,0.00896433312301,0,0
5000,0.0005,145,59,0.00697978172033,0,0
5000,0.0005,146,59,0.00697978172033,0,0
5000,0.0005,147,57,0.0109449183987,0,0
5000,0.0005,148,59,0.00896532515008,0,0
5000,0.0005,149,60,0.0049912562485,0,0
5000,0.0005,150,60,0.0049912562485,0,0
5000,0.0005,151,60,0.0049912562485,0,0
5000,0.0005,152,57,0.0119334789527,0,0
5000,0.0005,153,59,0.0109454124294,0,0
5000,0.0005,154,59,0.00697828970241,0,0
5000,0.0005,155,60,0.00548801374094,0,0
5000,0.0005,156,59,0.00697978172033,0,0
5000,0.0005,157,59,0.00697978172033,0,0
5000,0.0005,158,57,0.0114372182107,0,0
5000,0.0005,159,59,0.00747554644267,0,0
5000,0.0005,160,59,0.00697978172033,0,0
5000,0.0005,161,59,0.0109454124294,0,0
5000,0.0005,162,59,0.00697828970241,0,0
5000,0.0005,163,59,0.00896532515008,0,0
5000,0.0005,164,58,0.0168688633271,0,0
5000,0.0005,165,59,0.00697978172033,0,0
5000,0.0005,166,58,0.00896433312301,0,0
5000,0.0005,167,57,0.0114372182107,0,0
5000,0.0005,168,59,0.00697978172033,0,0
5000,0.0005,169,59,0.00697978172033,0,0
5000,0.0005,170,59,0.00697978172033,0,0
5000,0.0005,171,59,0.00697978172033,0,0
5000,0.0005,172,57,0.0124267705448,0,0
5000,0.0005,173,59,0.00697978172033,0,0
5000,0.0005,174,59,0.00896532515008,0,0
5000,0.0005,175,59,0.00896532515008,0,0
5000,0.0005,176,59,0.0109454124294,0,0
5000,0.0005,177,60,0.0049912562485,0,0
5000,0.0005,178,58,0.00896433312301,0,0
5000,0.0005,179,60,0.0049912562485,0,0
5000,0.0005,180,59,0.00896532515008,0,0
5000,0.0005,181,59,0.00697828970241,0,0
5000,0.0005,182,59,0.00896532515008,0,0
5000,0.0005,183,60,0.00747653996002,0,0
5000,0.0005,184,59,0.00697978172033,0,0
5000,0.0005,185,59,0.00697978172033,0,0
5000,0.0005,186,59,0.00896532515008,0,0
5000,0.0005,187,59,0.00697828970241,0,0
5000,0.0005,188,60,0.0049912562485,0,0
5000,0.0005,189,60,0.0049912562485,0,0
5000,0.0005,190,59,0.00697978172033,0,0
5000,0.0005,191,59,0.00896532515008,0,0
5000,0.0005,192,57,0.0188302109194,0,0
5000,0.0005,193,60,0.0049912562485,0,0
5000,0.0005,194,59,0.00697978172033,0,0
5000,0.0005,195,60,0.00498976124282,0,0
5000,0.0005,196,59,0.00697978172033,0,0
5000,0.0005,197,60,0.0049912562485,0,0
5000,0.0005,198,59,0.0109478895205,0,0
5000,0.0005,199,59,0.00846757463394,0,0
